"code_system","code","display"
"http://terminology.hl7.org/CodeSystem/v3-Race","1130-4","Grand Traverse Band of Ottawa-Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1131-2","Keweenaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1132-0","Lac Courte Oreilles"
"http://terminology.hl7.org/CodeSystem/v3-Race","1133-8","Lac du Flambeau"
"http://terminology.hl7.org/CodeSystem/v3-Race","1134-6","Lac Vieux Desert Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1135-3","Lake Superior"
"http://terminology.hl7.org/CodeSystem/v3-Race","1136-1","Leech Lake"
"http://terminology.hl7.org/CodeSystem/v3-Race","1137-9","Little Shell Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1138-7","Mille Lacs"
"http://terminology.hl7.org/CodeSystem/v3-Race","1139-5","Minnesota Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1140-3","Ontonagon"
"http://terminology.hl7.org/CodeSystem/v3-Race","1141-1","Red Cliff Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1142-9","Red Lake Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1143-7","Saginaw Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1144-5","St. Croix Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1145-2","Sault Ste. Marie Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1146-0","Sokoagon Chippewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1147-8","Turtle Mountain"
"http://terminology.hl7.org/CodeSystem/v3-Race","1148-6","White Earth"
"http://terminology.hl7.org/CodeSystem/v3-Race","1150-2","Chippewa Cree"
"http://terminology.hl7.org/CodeSystem/v3-Race","1151-0","Rocky Boy"s Chippewa Cree"
"http://terminology.hl7.org/CodeSystem/v3-Race","1153-6","Chitimacha"
"http://terminology.hl7.org/CodeSystem/v3-Race","1155-1","Choctaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1156-9","Clifton Choctaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1157-7","Jena Choctaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1158-5","Mississippi Choctaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1159-3","Mowa Band of Choctaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1160-1","Oklahoma Choctaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1162-7","Chumash"
"http://terminology.hl7.org/CodeSystem/v3-Race","1163-5","Santa Ynez"
"http://terminology.hl7.org/CodeSystem/v3-Race","1165-0","Clear Lake"
"http://terminology.hl7.org/CodeSystem/v3-Race","1167-6","Coeur D"Alene"
"http://terminology.hl7.org/CodeSystem/v3-Race","1169-2","Coharie"
"http://terminology.hl7.org/CodeSystem/v3-Race","1171-8","Colorado River"
"http://terminology.hl7.org/CodeSystem/v3-Race","1173-4","Colville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1175-9","Comanche"
"http://terminology.hl7.org/CodeSystem/v3-Race","1176-7","Oklahoma Comanche"
"http://terminology.hl7.org/CodeSystem/v3-Race","1178-3","Coos, Lower Umpqua, Siuslaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1180-9","Coos"
"http://terminology.hl7.org/CodeSystem/v3-Race","1182-5","Coquilles"
"http://terminology.hl7.org/CodeSystem/v3-Race","1184-1","Costanoan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1186-6","Coushatta"
"http://terminology.hl7.org/CodeSystem/v3-Race","1187-4","Alabama Coushatta"
"http://terminology.hl7.org/CodeSystem/v3-Race","1189-0","Cowlitz"
"http://terminology.hl7.org/CodeSystem/v3-Race","1191-6","Cree"
"http://terminology.hl7.org/CodeSystem/v3-Race","1193-2","Creek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1194-0","Alabama Creek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1195-7","Alabama Quassarte"
"http://terminology.hl7.org/CodeSystem/v3-Race","1196-5","Eastern Creek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1197-3","Eastern Muscogee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1198-1","Kialegee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1199-9","Lower Muscogee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1200-5","Machis Lower Creek Indian"
"http://terminology.hl7.org/CodeSystem/v3-Race","1201-3","Poarch Band"
"http://terminology.hl7.org/CodeSystem/v3-Race","1202-1","Principal Creek Indian Nation"
"http://terminology.hl7.org/CodeSystem/v3-Race","1203-9","Star Clan of Muscogee Creeks"
"http://terminology.hl7.org/CodeSystem/v3-Race","1204-7","Thlopthlocco"
"http://terminology.hl7.org/CodeSystem/v3-Race","1205-4","Tuckabachee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1207-0","Croatan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1209-6","Crow"
"http://terminology.hl7.org/CodeSystem/v3-Race","1211-2","Cupeno"
"http://terminology.hl7.org/CodeSystem/v3-Race","1212-0","Agua Caliente"
"http://terminology.hl7.org/CodeSystem/v3-Race","1214-6","Delaware"
"http://terminology.hl7.org/CodeSystem/v3-Race","1215-3","Eastern Delaware"
"http://terminology.hl7.org/CodeSystem/v3-Race","1216-1","Lenni-Lenape"
"http://terminology.hl7.org/CodeSystem/v3-Race","1217-9","Munsee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1218-7","Oklahoma Delaware"
"http://terminology.hl7.org/CodeSystem/v3-Race","1219-5","Rampough Mountain"
"http://terminology.hl7.org/CodeSystem/v3-Race","1220-3","Sand Hill"
"http://terminology.hl7.org/CodeSystem/v3-Race","1222-9","Diegueno"
"http://terminology.hl7.org/CodeSystem/v3-Race","1223-7","Campo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1224-5","Capitan Grande"
"http://terminology.hl7.org/CodeSystem/v3-Race","1225-2","Cuyapaipe"
"http://terminology.hl7.org/CodeSystem/v3-Race","1226-0","La Posta"
"http://terminology.hl7.org/CodeSystem/v3-Race","1227-8","Manzanita"
"http://terminology.hl7.org/CodeSystem/v3-Race","1228-6","Mesa Grande"
"http://terminology.hl7.org/CodeSystem/v3-Race","1229-4","San Pasqual"
"http://terminology.hl7.org/CodeSystem/v3-Race","1230-2","Santa Ysabel"
"http://terminology.hl7.org/CodeSystem/v3-Race","1231-0","Sycuan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1233-6","Eastern Tribes"
"http://terminology.hl7.org/CodeSystem/v3-Race","1234-4","Attacapa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1235-1","Biloxi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1236-9","Georgetown"
"http://terminology.hl7.org/CodeSystem/v3-Race","1237-7","Moor"
"http://terminology.hl7.org/CodeSystem/v3-Race","1238-5","Nansemond"
"http://terminology.hl7.org/CodeSystem/v3-Race","1239-3","Natchez"
"http://terminology.hl7.org/CodeSystem/v3-Race","1240-1","Nausu Waiwash"
"http://terminology.hl7.org/CodeSystem/v3-Race","1241-9","Nipmuc"
"http://terminology.hl7.org/CodeSystem/v3-Race","1242-7","Paugussett"
"http://terminology.hl7.org/CodeSystem/v3-Race","1243-5","Pocomoke Acohonock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1244-3","Southeastern Indians"
"http://terminology.hl7.org/CodeSystem/v3-Race","1245-0","Susquehanock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1246-8","Tunica Biloxi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1247-6","Waccamaw-Siousan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1248-4","Wicomico"
"http://terminology.hl7.org/CodeSystem/v3-Race","1250-0","Esselen"
"http://terminology.hl7.org/CodeSystem/v3-Race","1252-6","Fort Belknap"
"http://terminology.hl7.org/CodeSystem/v3-Race","1254-2","Fort Berthold"
"http://terminology.hl7.org/CodeSystem/v3-Race","1256-7","Fort Mcdowell"
"http://terminology.hl7.org/CodeSystem/v3-Race","1258-3","Fort Hall"
"http://terminology.hl7.org/CodeSystem/v3-Race","1260-9","Gabrieleno"
"http://terminology.hl7.org/CodeSystem/v3-Race","1262-5","Grand Ronde"
"http://terminology.hl7.org/CodeSystem/v3-Race","1264-1","Gros Ventres"
"http://terminology.hl7.org/CodeSystem/v3-Race","1265-8","Atsina"
"http://terminology.hl7.org/CodeSystem/v3-Race","1267-4","Haliwa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1269-0","Hidatsa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1271-6","Hoopa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1272-4","Trinity"
"http://terminology.hl7.org/CodeSystem/v3-Race","1273-2","Whilkut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1275-7","Hoopa Extension"
"http://terminology.hl7.org/CodeSystem/v3-Race","1277-3","Houma"
"http://terminology.hl7.org/CodeSystem/v3-Race","1279-9","Inaja-Cosmit"
"http://terminology.hl7.org/CodeSystem/v3-Race","1281-5","Iowa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1282-3","Iowa of Kansas-Nebraska"
"http://terminology.hl7.org/CodeSystem/v3-Race","1283-1","Iowa of Oklahoma"
"http://terminology.hl7.org/CodeSystem/v3-Race","1285-6","Iroquois"
"http://terminology.hl7.org/CodeSystem/v3-Race","1286-4","Cayuga"
"http://terminology.hl7.org/CodeSystem/v3-Race","1287-2","Mohawk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1288-0","Oneida"
"http://terminology.hl7.org/CodeSystem/v3-Race","1289-8","Onondaga"
"http://terminology.hl7.org/CodeSystem/v3-Race","1290-6","Seneca"
"http://terminology.hl7.org/CodeSystem/v3-Race","1291-4","Seneca Nation"
"http://terminology.hl7.org/CodeSystem/v3-Race","1292-2","Seneca-Cayuga"
"http://terminology.hl7.org/CodeSystem/v3-Race","1293-0","Tonawanda Seneca"
"http://terminology.hl7.org/CodeSystem/v3-Race","1294-8","Tuscarora"
"http://terminology.hl7.org/CodeSystem/v3-Race","1295-5","Wyandotte"
"http://terminology.hl7.org/CodeSystem/v3-Race","1297-1","Juaneno"
"http://terminology.hl7.org/CodeSystem/v3-Race","1299-7","Kalispel"
"http://terminology.hl7.org/CodeSystem/v3-Race","1301-1","Karuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1303-7","Kaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1305-2","Kickapoo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1306-0","Oklahoma Kickapoo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1307-8","Texas Kickapoo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1309-4","Kiowa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1310-2","Oklahoma Kiowa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1312-8","Klallam"
"http://terminology.hl7.org/CodeSystem/v3-Race","1313-6","Jamestown"
"http://terminology.hl7.org/CodeSystem/v3-Race","1314-4","Lower Elwha"
"http://terminology.hl7.org/CodeSystem/v3-Race","1315-1","Port Gamble Klallam"
"http://terminology.hl7.org/CodeSystem/v3-Race","1317-7","Klamath"
"http://terminology.hl7.org/CodeSystem/v3-Race","1319-3","Konkow"
"http://terminology.hl7.org/CodeSystem/v3-Race","1321-9","Kootenai"
"http://terminology.hl7.org/CodeSystem/v3-Race","1323-5","Lassik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1325-0","Long Island"
"http://terminology.hl7.org/CodeSystem/v3-Race","1326-8","Matinecock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1327-6","Montauk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1328-4","Poospatuck"
"http://terminology.hl7.org/CodeSystem/v3-Race","1329-2","Setauket"
"http://terminology.hl7.org/CodeSystem/v3-Race","1331-8","Luiseno"
"http://terminology.hl7.org/CodeSystem/v3-Race","1332-6","La Jolla"
"http://terminology.hl7.org/CodeSystem/v3-Race","1333-4","Pala"
"http://terminology.hl7.org/CodeSystem/v3-Race","1334-2","Pauma"
"http://terminology.hl7.org/CodeSystem/v3-Race","1335-9","Pechanga"
"http://terminology.hl7.org/CodeSystem/v3-Race","1336-7","Soboba"
"http://terminology.hl7.org/CodeSystem/v3-Race","1337-5","Twenty-Nine Palms"
"http://terminology.hl7.org/CodeSystem/v3-Race","1338-3","Temecula"
"http://terminology.hl7.org/CodeSystem/v3-Race","1340-9","Lumbee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1342-5","Lummi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1344-1","Maidu"
"http://terminology.hl7.org/CodeSystem/v3-Race","1345-8","Mountain Maidu"
"http://terminology.hl7.org/CodeSystem/v3-Race","1346-6","Nishinam"
"http://terminology.hl7.org/CodeSystem/v3-Race","1348-2","Makah"
"http://terminology.hl7.org/CodeSystem/v3-Race","1350-8","Maliseet"
"http://terminology.hl7.org/CodeSystem/v3-Race","1352-4","Mandan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1354-0","Mattaponi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1356-5","Menominee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1358-1","Miami"
"http://terminology.hl7.org/CodeSystem/v3-Race","1359-9","Illinois Miami"
"http://terminology.hl7.org/CodeSystem/v3-Race","1360-7","Indiana Miami"
"http://terminology.hl7.org/CodeSystem/v3-Race","1361-5","Oklahoma Miami"
"http://terminology.hl7.org/CodeSystem/v3-Race","1363-1","Miccosukee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1365-6","Micmac"
"http://terminology.hl7.org/CodeSystem/v3-Race","1366-4","Aroostook"
"http://terminology.hl7.org/CodeSystem/v3-Race","1368-0","Mission Indians"
"http://terminology.hl7.org/CodeSystem/v3-Race","1370-6","Miwok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1372-2","Modoc"
"http://terminology.hl7.org/CodeSystem/v3-Race","1374-8","Mohegan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1376-3","Mono"
"http://terminology.hl7.org/CodeSystem/v3-Race","1378-9","Nanticoke"
"http://terminology.hl7.org/CodeSystem/v3-Race","1380-5","Narragansett"
"http://terminology.hl7.org/CodeSystem/v3-Race","1382-1","Navajo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1383-9","Alamo Navajo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1384-7","Canoncito Navajo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1385-4","Ramah Navajo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1387-0","Nez Perce"
