"code_system","code","display"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C10.3","Posterior wall of oropharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C10.4","Branchial cleft"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C10.8","Overlapping lesion of oropharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C10.9","Oropharynx, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11","NASOPHARYNX"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11.0","Superior wall of nasopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11.1","Posterior wall of nasopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11.2","Lateral wall of nasopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11.3","Anterior wall of nasopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11.8","Overlapping lesion of nasopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C11.9","Nasopharynx, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C12","PYRIFORM SINUS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C12.9","Pyriform sinus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C13","HYPOPHARYNX"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C13.0","Postcricoid region"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C13.1","Hypopharyngeal aspect of aryepiglottic fold"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C13.2","Posterior wall of hypopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C13.8","Overlapping lesion of hypopharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C13.9","Hypopharynx, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C14","OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C14.0","Pharynx, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C14.2","Waldeyer ring"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C14.8","Overlapping lesion of lip, oral cavity and pharynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15","ESOPHAGUS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.0","Cervical esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.1","Thoracic esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.2","Abdominal esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.3","Upper third of esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.4","Middle third of esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.5","Lower third of esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.8","Overlapping lesion of esophagus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C15.9","Esophagus, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16","STOMACH"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.0","Cardia, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.1","Fundus of stomach"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.2","Body of stomach"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.3","Gastric antrum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.4","Pylorus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.5","Lesser curvature of stomach, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.6","Greater curvature of stomach, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.8","Overlapping lesion of stomach"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C16.9","Stomach, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17","SMALL INTESTINE"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17.0","Duodenum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17.1","Jejunum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17.2","Ileum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17.3","Meckel diverticulum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17.8","Overlapping lesion of smallintestine"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C17.9","Small intestine, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18","COLON"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.0","Cecum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.1","Appendix"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.2","Ascending colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.3","Hepatic flexure of colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.4","Transverse colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.5","Splenic flexure of colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.6","Descending colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.7","Sigmoid colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.8","Overlapping lesion of colon"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C18.9","Colon, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C19","RECTOSIGMOID JUNCTION"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C19.9","Rectosigmoid junction"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C20","RECTUM"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C20.9","Rectum, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C21","ANUS AND ANAL CANAL"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C21.0","Anus, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C21.1","Anal canal"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C21.2","Cloacogenic zone"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C21.8","Overlapping lesion of rectum, anus and anal canal"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C22","LIVER AND INTRAHEPATIC BILE DUCTS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C22.0","Liver"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C22.1","Intrahepatic bile duct"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C23","GALLBLADDER"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C23.9","Gallbladder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C24","OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C24.0","Extrahepatic bile duct"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C24.1","Ampulla of Vater"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C24.8","Overlapping lesion of biliary tract Note:"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C24.9","Biliary tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25","PANCREAS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.0","Head of pancreas"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.1","Body of pancreas"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.2","Tail of pancreas"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.3","Pancreatic duct"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.4","Islets of Langerhans"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.7","Other specified parts of pancreas"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.8","Overlapping lesion of pancreas"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C25.9","Pancreas, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C26","OTHER AND ILL-DEFINED DIGESTIVE ORGANS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C26.0","Intestinal tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C26.8","Overlapping lesion of digestive system"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C26.9","Gastrointestinal tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C30","NASAL CAVITY AND MIDDLE EAR"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C30.0","Nasal cavity"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C30.1","Middle ear"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31","ACCESSORY SINUSES"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31.0","Maxillary sinus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31.1","Ethmoid sinus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31.2","Frontal sinus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31.3","Sphenoid sinus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31.8","Overlapping lesion of accessory sinuses"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C31.9","Accessory sinus, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32","LARYNX"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.0","Glottis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.1","Supraglottis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.2","Subglottis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.3","Laryngeal cartilage"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.8","Overlapping lesion of larynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.9","Larynx, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C33","TRACHEA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C33.9","Trachea"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34","BRONCHUS AND LUNG"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.0","Main bronchus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.1","Upper lobe, lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.2","Middle lobe, lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.3","Lower lobe, lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.8","Overlapping lesion of lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.9","Lung, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C37","THYMUS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C37.9","Thymus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38","HEART, MEDIASTINUM, AND PLEURA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.0","Heart"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.1","Anterior mediastinum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.2","Posterior mediastinum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.3","Mediastinum, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.4","Pleura, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.8","Overlapping lesion of heart, mediastinum and pleura"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39","OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39.0","Upper respiratory tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39.8","Overlapping lesion of respiratory system and intrathoracic organs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39.9","Ill-defined sites within respiratory system"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40","BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.0","Long bones of upper limb, scapula and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.1","Short bones of upper limb and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.2","Long bones of lower limb and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.3","Short bones of lower limb and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.8","Overlapping lesion of bones, joints and articular cartilage of limbs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.9","Bone of limb, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41","BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.0","Bones of skull and face and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.1","Mandible"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.2","Vertebral column"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.3","Rib, sternum, clavicle and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.4","Pelvic bones, sacrum, coccyx and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.8","Overlapping lesion of bones, joints and articular cartilage"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.9","Bone, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.0","Blood"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.1","Bone marrow"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.2","Spleen"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.3","Reticuloendothelial system,NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.4","Hematopoietic system, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44","SKIN"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.0","Skin of lip, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.1","Eyelid"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.2","External ear"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.3","Skin of other and unspecified parts of face"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.4","Skin of scalp and neck"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.5","Skin of trunk"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.6","Skin of upper limb and shoulder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.7","Skin of lower limb and hip"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.8","Overlapping lesion of skin"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.9","Skin, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47","PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.0","Peripheral nerves and autonomic nervous system of head, face, and neck"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.1","Peripheral nerves and autonomic nervous system of upper limb and shoulder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.2","Peripheral nerves and autonomic nervous system of lower limband hip"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.3","Peripheral nerves and autonomic nervous system of thorax"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.4","Peripheral nerves and autonomic nervous system of abdomen"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.5","Peripheral nerves and autonomic nervous system of pelvis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.6","Peripheral nerves and autonomic nervous system of trunk, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.8","Overlapping lesion of peripheral nerves and autonomic nervous system"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.9","Autonomic nervous system, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48","RETROPERITONEUM AND PERITONEUM"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.0","Retroperitoneum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.1","Specified parts of peritoneum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.2","Peritoneum, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.8","Overlapping lesion of retroperitoneum and peritoneum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.0","Connective, subcutaneous and other soft tissues of head, face, and neck"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.1","Connective, subcutaneous and other soft tissues of upper limb and shoulder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.2","Connective, subcutaneous and other soft tissues of lower limb and hip"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.3","Connective, subcutaneous and other soft tissues of thorax"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.4","Connective, subcutaneous and other soft tissues of abdomen"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.5","Connective, subcutaneous and other soft tissues of pelvis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.6","Connective, subcutaneous and other soft tissues of trunk NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.8","Overlapping lesion of connective, subcutaneous and other soft tissues"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.9","Connective, subcutaneous and other soft tissues, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50","BREAST"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.0","Nipple"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.1","Central portion of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.2","Upper-inner quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.3","Lower-inner quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.4","Upper-outer quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.5","Lower-outer quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.6","Axillary tail of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.8","Overlapping lesion of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.9","Breast, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51","VULVA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.0","Labium majus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.1","Labium minus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.2","Clitoris"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.8","Overlapping lesion of vulva"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.9","Vulva, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C52","VAGINA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C52.9","Vagina, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53","CERVIX UTERI"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.0","Endocervix"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.1","Exocervix"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.8","Overlapping lesion of cervix uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.9","Cervix uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54","CORPUS UTERI"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.0","Isthmus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.1","Endometrium"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.2","Myometrium"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.3","Fundus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.8","Overlapping lesion of corpus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.9","Corpus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C55","UTERUS, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C55.9","Uterus, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C56","OVARY"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C56.9","Ovary"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57","OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.0","Fallopian tube"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.1","Broad ligament"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.2","Round ligament"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.3","Parametrium"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.4","Uterine adnexa"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.7","Other specified parts of female genital organs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.8","Overlapping lesion of female genital organs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.9","Female genital tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C58","PLACENTA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C58.9","Placenta"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C60","PENIS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C60.0","Prepuce"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C60.1","Glans penis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C60.2","Body of penis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C60.8","Overlapping lesion of penis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C60.9","Penis, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C61","PROSTATE GLAND"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C61.9","Prostate gland"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C62","TESTIS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C62.0","Undescended testis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C62.1","Descended testis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C62.9","Testis, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C63","OTHER AND UNSPECIFIED MALE GENITAL ORGANS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C63.0","Epididymis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C63.1","Spermatic cord"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C63.2","Scrotum, NOS"
