"code_system","code","display"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.0","Glottis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.1","Supraglottis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.2","Subglottis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.3","Laryngeal cartilage"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.8","Overlapping lesion of larynx"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C32.9","Larynx, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C33","TRACHEA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C33.9","Trachea"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34","BRONCHUS AND LUNG"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.0","Main bronchus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.1","Upper lobe, lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.2","Middle lobe, lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.3","Lower lobe, lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.8","Overlapping lesion of lung"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C34.9","Lung, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C37","THYMUS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C37.9","Thymus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38","HEART, MEDIASTINUM, AND PLEURA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.0","Heart"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.1","Anterior mediastinum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.2","Posterior mediastinum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.3","Mediastinum, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.4","Pleura, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C38.8","Overlapping lesion of heart, mediastinum and pleura"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39","OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39.0","Upper respiratory tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39.8","Overlapping lesion of respiratory system and intrathoracic organs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C39.9","Ill-defined sites within respiratory system"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40","BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.0","Long bones of upper limb, scapula and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.1","Short bones of upper limb and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.2","Long bones of lower limb and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.3","Short bones of lower limb and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.8","Overlapping lesion of bones, joints and articular cartilage of limbs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C40.9","Bone of limb, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41","BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.0","Bones of skull and face and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.1","Mandible"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.2","Vertebral column"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.3","Rib, sternum, clavicle and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.4","Pelvic bones, sacrum, coccyx and associated joints"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.8","Overlapping lesion of bones, joints and articular cartilage"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C41.9","Bone, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.0","Blood"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.1","Bone marrow"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.2","Spleen"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.3","Reticuloendothelial system,NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C42.4","Hematopoietic system, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44","SKIN"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.0","Skin of lip, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.1","Eyelid"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.2","External ear"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.3","Skin of other and unspecified parts of face"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.4","Skin of scalp and neck"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.5","Skin of trunk"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.6","Skin of upper limb and shoulder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.7","Skin of lower limb and hip"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.8","Overlapping lesion of skin"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C44.9","Skin, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47","PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.0","Peripheral nerves and autonomic nervous system of head, face, and neck"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.1","Peripheral nerves and autonomic nervous system of upper limb and shoulder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.2","Peripheral nerves and autonomic nervous system of lower limband hip"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.3","Peripheral nerves and autonomic nervous system of thorax"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.4","Peripheral nerves and autonomic nervous system of abdomen"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.5","Peripheral nerves and autonomic nervous system of pelvis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.6","Peripheral nerves and autonomic nervous system of trunk, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.8","Overlapping lesion of peripheral nerves and autonomic nervous system"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C47.9","Autonomic nervous system, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48","RETROPERITONEUM AND PERITONEUM"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.0","Retroperitoneum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.1","Specified parts of peritoneum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.2","Peritoneum, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C48.8","Overlapping lesion of retroperitoneum and peritoneum"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.0","Connective, subcutaneous and other soft tissues of head, face, and neck"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.1","Connective, subcutaneous and other soft tissues of upper limb and shoulder"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.2","Connective, subcutaneous and other soft tissues of lower limb and hip"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.3","Connective, subcutaneous and other soft tissues of thorax"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.4","Connective, subcutaneous and other soft tissues of abdomen"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.5","Connective, subcutaneous and other soft tissues of pelvis"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.6","Connective, subcutaneous and other soft tissues of trunk NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.8","Overlapping lesion of connective, subcutaneous and other soft tissues"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C49.9","Connective, subcutaneous and other soft tissues, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50","BREAST"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.0","Nipple"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.1","Central portion of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.2","Upper-inner quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.3","Lower-inner quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.4","Upper-outer quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.5","Lower-outer quadrant of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.6","Axillary tail of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.8","Overlapping lesion of breast"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C50.9","Breast, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51","VULVA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.0","Labium majus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.1","Labium minus"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.2","Clitoris"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.8","Overlapping lesion of vulva"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C51.9","Vulva, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C52","VAGINA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C52.9","Vagina, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53","CERVIX UTERI"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.0","Endocervix"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.1","Exocervix"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.8","Overlapping lesion of cervix uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C53.9","Cervix uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54","CORPUS UTERI"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.0","Isthmus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.1","Endometrium"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.2","Myometrium"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.3","Fundus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.8","Overlapping lesion of corpus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C54.9","Corpus uteri"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C55","UTERUS, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C55.9","Uterus, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C56","OVARY"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C56.9","Ovary"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57","OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.0","Fallopian tube"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.1","Broad ligament"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.2","Round ligament"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.3","Parametrium"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.4","Uterine adnexa"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.7","Other specified parts of female genital organs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.8","Overlapping lesion of female genital organs"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C57.9","Female genital tract, NOS"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C58","PLACENTA"
"http://terminology.hl7.org/CodeSystem/icd-o-3","C58.9","Placenta"
